feature_index,feature_name,logistic_weight,rf_importance,shap_mean,logistic_rank,rf_rank,shap_rank
6,clip_dim_6,-0.7242239786294034,0.014776683041157678,0.0,764,4,2
7,clip_dim_7,-0.15038261765835478,0.0007272686082158709,0.0,566,393,2
8,clip_dim_8,-0.027210564182058073,0.0005351715700966903,0.0,443,537,2
9,clip_dim_9,0.40521919044233357,0.0024839714708438355,0.0,43,84,2
10,clip_dim_10,-0.20754702520262708,0.0020995802916692788,0.0,620,103,2
23,clip_dim_23,0.06196159027925809,0.00044396920723990303,0.0,324,613,2
11,clip_dim_11,-0.07757100977852324,0.00038878526935958997,0.0,484,653,2
13,clip_dim_13,0.20910174104781565,0.0006495303547251031,0.0,153,453,2
14,clip_dim_14,0.20977940816013094,0.0006213430802345595,0.0,152,472,2
15,clip_dim_15,-0.11353045190077901,0.00045041896334818736,0.0,529,605,2
16,clip_dim_16,-0.23139315830397758,0.0007651351854606938,0.0,648,358,2
17,clip_dim_17,-0.6595511977421817,0.0012478474150456789,0.0,760,185,2
18,clip_dim_18,-0.22313808153558096,0.0005619778796026509,0.0,640,519,2
19,clip_dim_19,0.12333388296292963,0.0005853467238099671,0.0,243,497,2
20,clip_dim_20,0.462541265414843,0.00185681518896428,0.0,27,116,2
21,clip_dim_21,-0.17570774908804965,0.0004821711891897416,0.0,595,582,2
12,clip_dim_12,0.4315916407056688,0.0011351711304178295,0.0,36,214,2
95,clip_dim_95,-0.23921751298188013,0.0006051856494820298,0.0,653,484,2
47,clip_dim_47,-0.5991942272380061,0.004602330706916781,0.0,752,33,2
49,clip_dim_49,-0.09397363847397164,0.0005603283864796304,0.0,504,521,2
74,clip_dim_74,0.05134178478682651,0.0002404179358168849,0.0,333,750,2
75,clip_dim_75,0.151977829193826,0.0005791154628349034,0.0,218,501,2
76,clip_dim_76,0.07041648458206048,0.0007809538054533305,0.0,312,350,2
77,clip_dim_77,-0.050563473082863984,0.0004231556825637198,0.0,462,631,2
78,clip_dim_78,0.3011194006567831,0.0005723552722098936,0.0,92,509,2
79,clip_dim_79,0.37835064832469395,0.003913555278370589,0.0,47,46,2
80,clip_dim_80,0.34243993838141085,0.004188023485354349,0.0,57,39,2
81,clip_dim_81,0.7398659065987239,0.002142265576998829,0.0,6,101,2
82,clip_dim_82,-0.06464571763258256,0.0006725412836569806,0.0,471,433,2
73,clip_dim_73,-0.168973099275245,0.001544003234471017,0.0,591,143,2
83,clip_dim_83,0.31609586426905634,0.0007359486555174853,0.0,78,382,2
85,clip_dim_85,0.0288135558527913,0.0006618206867287234,0.0,369,439,2
86,clip_dim_86,0.3240848239024332,0.0009173103070677333,0.0,70,284,2
87,clip_dim_87,0.17628101375235025,0.002180949074340966,0.0,191,96,2
88,clip_dim_88,0.11786011006500421,0.0003689249141132062,0.0,257,663,2
89,clip_dim_89,-0.28257133454922734,0.0009764156939983916,0.0,675,271,2
90,clip_dim_90,-0.13173227729215234,0.0004346737226238325,0.0,543,622,2
91,clip_dim_91,-0.15962725643763043,0.0008232377104625528,0.0,577,337,2
92,clip_dim_92,-0.2058984177438851,0.0005430995554713025,0.0,618,532,2
93,clip_dim_93,-0.39941833775024244,0.005002238958149437,0.0,723,26,2
84,clip_dim_84,0.30451538183255605,0.001250780835649296,0.0,85,184,2
48,clip_dim_48,-0.23126728760454032,0.001214865257988471,0.0,647,194,2
72,clip_dim_72,0.3772224077236219,0.004233639458826504,0.0,48,38,2
70,clip_dim_70,0.44674703351372513,0.0012379347109768932,0.0,31,188,2
50,clip_dim_50,-0.03639083066772323,0.00028234157440301053,0.0,452,727,2
51,clip_dim_51,-0.2818740059728314,0.001658132525692407,0.0,674,130,2
52,clip_dim_52,-0.0072258735389892845,0.0004643169708674396,0.0,418,597,2
53,clip_dim_53,0.21025640221152628,0.0014338644802695307,0.0,149,155,2
54,clip_dim_54,0.641960302497235,0.0017202157473598764,0.0,11,128,2
55,clip_dim_55,0.1868963289908656,0.0003646285525062595,0.0,175,667,2
56,clip_dim_56,0.0372195585037179,0.0005193876916538916,0.0,358,544,2
57,clip_dim_57,-0.18345657547425692,0.00029895515788176387,0.0,602,720,2
58,clip_dim_58,-0.20994707794191514,0.00048179431764131935,0.0,624,584,2
71,clip_dim_71,0.6547897100002201,0.00498149924867214,0.0,9,27,2
59,clip_dim_59,1.1735689428309537,0.010456304291305597,0.0,2,8,2
61,clip_dim_61,-0.3009363490355047,0.0008018893162868917,0.0,686,347,2
62,clip_dim_62,0.0471630277181983,6.341001820585542e-05,0.0,342,767,2
63,clip_dim_63,0.22822788485393852,0.0006649020034428834,0.0,136,436,2
64,clip_dim_64,0.0867848520258773,0.0003432456854263882,0.0,294,686,2
65,clip_dim_65,-0.33352699394935875,0.0023107862660988947,0.0,701,87,2
66,clip_dim_66,0.013821443815298772,0.00024246320036795427,0.0,385,749,2
67,clip_dim_67,0.05762480199746746,0.0005386421841621434,0.0,329,534,2
68,clip_dim_68,0.4682552810502997,0.004425368150270183,0.0,25,35,2
69,clip_dim_69,0.4773547300739913,0.0015265018834813091,0.0,22,148,2
60,clip_dim_60,-0.010406169590648816,0.0003839519873978835,0.0,421,657,2
766,clip_dim_766,-0.33703404918251506,0.0018834785835835284,0.0,703,115,2
191,clip_dim_191,0.11650654735720169,0.0003290037431545736,0.0,258,702,2
193,clip_dim_193,-0.17819761854242158,0.00042020660622776195,0.0,597,633,2
314,clip_dim_314,-0.03046844636498297,0.0005207013808214742,0.0,447,543,2
315,clip_dim_315,-0.42022306388168296,0.0012351947716005788,0.0,728,189,2
316,clip_dim_316,-0.04999379037445238,0.0005865689888425973,0.0,461,496,2
317,clip_dim_317,0.32277473047008376,0.0039584856653103765,0.0,72,44,2
318,clip_dim_318,-0.16299182025836234,0.0008230054736517481,0.0,580,338,2
319,clip_dim_319,-0.056937104074440956,0.0006001696394647248,0.0,466,489,2
320,clip_dim_320,0.22027058328783072,0.0002962095053821332,0.0,139,721,2
321,clip_dim_321,0.15827675677182718,0.0005795445565629,0.0,212,500,2
322,clip_dim_322,-0.16430113808472893,0.0011500205820549855,0.0,585,208,2
313,clip_dim_313,-0.05293712371626518,0.0005080886233599826,0.0,464,558,2
323,clip_dim_323,0.07533801954164113,0.0003140453450092472,0.0,307,711,2
325,clip_dim_325,0.0013397211578701788,0.0003405117400727847,0.0,404,692,2
326,clip_dim_326,0.3406601028110902,0.0007187221603264205,0.0,59,400,2
327,clip_dim_327,-0.10047293316524687,0.000737312782175272,0.0,512,379,2
328,clip_dim_328,0.03471810122677967,0.000304706358436675,0.0,361,714,2
329,clip_dim_329,0.30123984988229285,0.0011857103139225622,0.0,91,199,2
330,clip_dim_330,0.11849053468233824,0.0005164401110824043,0.0,255,548,2
331,clip_dim_331,-0.058344730031878324,0.0004226099014808379,0.0,467,632,2
332,clip_dim_332,0.6287252696090035,0.0029531054500353884,0.0,12,62,2
333,clip_dim_333,0.11311102217472215,0.00011729322312453872,0.0,262,763,2
324,clip_dim_324,0.30227889230741795,0.001599382050554256,0.0,89,137,2
334,clip_dim_334,-0.23123975307586375,0.0007298434444541991,0.0,646,391,2
312,clip_dim_312,0.12187437978150834,0.0008184479675023066,0.0,246,342,2
310,clip_dim_310,-0.21515527022102007,0.0013387407726473902,0.0,631,167,2
290,clip_dim_290,-0.016750668340480668,0.0005381736713646292,0.0,431,535,2
291,clip_dim_291,0.305891654780928,0.0013359136372175756,0.0,84,168,2
292,clip_dim_292,0.0934472625154974,0.0008020680726221324,0.0,287,346,2
293,clip_dim_293,-0.15763431929147922,0.0009219380262351022,0.0,576,283,2
294,clip_dim_294,0.4778068158827319,0.002969451256544393,0.0,21,60,2
295,clip_dim_295,0.26497888960144406,0.0015531118362604145,0.0,112,141,2
296,clip_dim_296,0.2828883597468491,0.0036575387961417486,0.0,104,49,2
297,clip_dim_297,0.24213918161831044,0.0017944969523603417,0.0,122,121,2
298,clip_dim_298,-0.155186516717837,0.0011109662800978563,0.0,572,220,2
311,clip_dim_311,0.1190143222775888,0.0008907263304337884,0.0,254,299,2
299,clip_dim_299,-0.16359711486888517,0.0002612399078500478,0.0,582,739,2
301,clip_dim_301,-0.24888095467454624,0.001089359954056313,0.0,656,227,2
302,clip_dim_302,-0.14743126618860974,0.0006033126132145596,0.0,564,486,2
303,clip_dim_303,0.33427020286409065,0.00132117719880729,0.0,67,172,2
304,clip_dim_304,-0.09015521801141002,0.000362976595759959,0.0,498,669,2
305,clip_dim_305,-0.22225487226263854,0.0014249977373926967,0.0,639,157,2
306,clip_dim_306,0.06182295188734436,0.000735010620617291,0.0,325,383,2
307,clip_dim_307,-0.2965311110130043,0.0005912106935628275,0.0,681,493,2
308,clip_dim_308,-0.6032585275101827,0.009646344623351613,0.0,753,11,2
309,clip_dim_309,0.19613400089516572,0.0010449352092710353,0.0,165,250,2
300,clip_dim_300,-0.04057327150272366,0.0005046716356437737,0.0,455,561,2
289,clip_dim_289,-0.04021890717489421,0.000468701183763216,0.0,454,593,2
335,clip_dim_335,-0.6147933836561903,0.002590501278760186,0.0,757,81,2
337,clip_dim_337,-0.08323506211449021,0.00026580453639903046,0.0,487,737,2
362,clip_dim_362,0.2809242458951093,0.0008322037452295471,0.0,105,329,2
363,clip_dim_363,0.3101457754249661,0.002291387973825112,0.0,81,90,2
364,clip_dim_364,-0.15539659185860127,0.0002630284878711969,0.0,574,738,2
365,clip_dim_365,0.004411871882864147,0.00036701555678558345,0.0,397,664,2
366,clip_dim_366,0.008047258937484272,0.0005044632719519757,0.0,395,562,2
367,clip_dim_367,0.06855169639422172,0.00028839210516076757,0.0,314,722,2
368,clip_dim_368,0.08171521490882463,0.0004450553269436265,0.0,300,612,2
369,clip_dim_369,0.04193111340799377,0.0009143827213075221,0.0,348,286,2
370,clip_dim_370,0.11084435909785827,0.00024283074903604053,0.0,270,748,2
361,clip_dim_361,-0.24634810965139753,0.001068205377127346,0.0,655,238,2
371,clip_dim_371,-0.2834985091056273,0.0015315972544541223,0.0,678,147,2
373,clip_dim_373,-0.4721715606663636,0.0034470903409624457,0.0,736,51,2
374,clip_dim_374,-0.11187238821525633,0.0007241293519661693,0.0,528,397,2
375,clip_dim_375,-0.038195115365536374,0.0004116828328740293,0.0,453,640,2
376,clip_dim_376,-0.47535275183464193,0.002907431073194113,0.0,739,65,2
377,clip_dim_377,-0.0933030828066112,0.0007449809295657176,0.0,502,372,2
378,clip_dim_378,-0.0768360880138584,0.00035148660805377885,0.0,483,676,2
379,clip_dim_379,0.027226828669200495,0.00034659367594675573,0.0,372,679,2
380,clip_dim_380,0.2103877068487216,0.0007376310674424801,0.0,148,377,2
381,clip_dim_381,0.3416413567181306,0.002053147667753744,0.0,58,105,2
372,clip_dim_372,-0.3615894528547169,0.0013481582535406608,0.0,710,166,2
336,clip_dim_336,-0.06706519436539755,0.0007321421010877064,0.0,473,386,2
360,clip_dim_360,0.3276182518396233,0.001135087663024394,0.0,68,215,2
358,clip_dim_358,-0.0018767679939852917,0.0007434389345390191,0.0,406,374,2
338,clip_dim_338,-0.03390801995769891,0.0006603975894204281,0.0,449,441,2
339,clip_dim_339,0.33603196100276383,0.0040508557580565385,0.0,65,42,2
340,clip_dim_340,0.06986725777597898,0.0006366824763116922,0.0,313,461,2
341,clip_dim_341,-0.019248651882775684,0.00030512025040510803,0.0,434,713,2
342,clip_dim_342,0.19286511331497902,0.0009006018186975215,0.0,169,294,2
343,clip_dim_343,0.374659822545521,0.004332799584378968,0.0,50,37,2
344,clip_dim_344,-0.1458844665669306,0.0007694428076086896,0.0,562,354,2
345,clip_dim_345,0.2224915337569612,0.0008525190368267623,0.0,138,318,2
346,clip_dim_346,-0.12948081748162393,0.0009136524265816902,0.0,540,287,2
359,clip_dim_359,0.7611715737311681,0.004712616605680273,0.0,4,31,2
347,clip_dim_347,-0.20550871578715962,0.000875348738153129,0.0,617,306,2
349,clip_dim_349,0.03162971215314914,0.0003842895664170565,0.0,365,656,2
350,clip_dim_350,-0.16417961328016226,0.00030389611495433544,0.0,584,715,2
351,clip_dim_351,-0.09935016075387991,0.0008792211984762246,0.0,510,305,2
352,clip_dim_352,0.2701486956809207,0.0008575569179298767,0.0,110,315,2
353,clip_dim_353,0.024462359971120298,0.0010519791706806963,0.0,374,244,2
354,clip_dim_354,0.8926558280049203,0.016614499849675706,0.0,3,3,2
355,clip_dim_355,-0.07381082868362529,0.0002243498521475019,0.0,481,756,2
356,clip_dim_356,0.1669110706853184,0.0007438511767274577,0.0,200,373,2
357,clip_dim_357,-0.18983199496502431,0.0010833072611518308,0.0,606,231,2
348,clip_dim_348,0.057996217523001804,0.0007394006092638751,0.0,328,375,2
192,clip_dim_192,0.12228722581797725,0.000388041165236133,0.0,245,654,2
288,clip_dim_288,-0.19824251508716106,0.0007091841232072223,0.0,610,403,2
286,clip_dim_286,0.5066947403916358,0.007051387961437867,0.0,19,16,2
218,clip_dim_218,0.04034298034637847,0.00031083388578072237,0.0,350,712,2
219,clip_dim_219,0.20984338540936126,0.00044977661734155964,0.0,151,607,2
220,clip_dim_220,0.6468553586969656,0.001509048480937109,0.0,10,149,2
221,clip_dim_221,-0.4175889419295043,0.0013875567191240104,0.0,727,161,2
222,clip_dim_222,-0.08419236167698937,0.0003342410240979234,0.0,490,698,2
223,clip_dim_223,0.06845613141473948,0.0004482126605915416,0.0,315,609,2
224,clip_dim_224,-0.1980544343386073,0.0022676894589130038,0.0,609,91,2
225,clip_dim_225,-0.29733936621623674,0.002258794102507416,0.0,684,92,2
226,clip_dim_226,-0.09343380770970297,0.0008082925040321688,0.0,503,345,2
217,clip_dim_217,-0.20923160587568737,0.0011743066926427034,0.0,621,202,2
227,clip_dim_227,0.09187176047775977,0.00024708425342746863,0.0,291,746,2
229,clip_dim_229,-0.15288038354063027,0.0008862078443063432,0.0,570,300,2
230,clip_dim_230,0.16591952646785346,0.0007255548152802549,0.0,201,394,2
231,clip_dim_231,-0.2624160841359807,0.0002851347248330971,0.0,663,724,2
232,clip_dim_232,-0.653280581817626,0.007098002612588216,0.0,759,15,2
233,clip_dim_233,0.23566221580535723,0.0015331138915939322,0.0,131,146,2
234,clip_dim_234,-0.15456057932062992,0.001137631402659795,0.0,571,212,2
235,clip_dim_235,-0.15106717933865865,0.00040291438711099846,0.0,567,645,2
236,clip_dim_236,-0.014322570767296728,0.0007341906101185374,0.0,427,385,2
237,clip_dim_237,0.16346252238520317,0.0009976941070080074,0.0,207,263,2
228,clip_dim_228,-0.3135489206858,0.00402001304720517,0.0,689,43,2
238,clip_dim_238,0.03926409033085329,0.0004977487937680343,0.0,354,571,2
216,clip_dim_216,0.4279434487636292,0.0017399080489794152,0.0,37,125,2
214,clip_dim_214,-0.2685651221844064,0.0015489504040395725,0.0,665,142,2
194,clip_dim_194,0.150646720277961,0.0006577367902843337,0.0,220,444,2
195,clip_dim_195,-0.40407257546606457,0.002843282747228361,0.0,725,67,2
196,clip_dim_196,-0.08382070810200644,0.0012411777005244709,0.0,488,186,2
197,clip_dim_197,0.14432850637701816,0.000676614141056064,0.0,225,430,2
198,clip_dim_198,-0.11917354510324998,0.0004615884401316244,0.0,531,599,2
199,clip_dim_199,-0.692436075030485,0.008809276129136952,0.0,762,12,2
200,clip_dim_200,0.12298413010257533,0.0006118117795541144,0.0,244,480,2
201,clip_dim_201,0.033396179286926043,0.0002678625709550637,0.0,363,736,2
202,clip_dim_202,0.16415658376821782,0.0007998006701532563,0.0,206,348,2
215,clip_dim_215,0.044962232869427875,0.0001837924698188838,0.0,347,759,2
203,clip_dim_203,-0.10802436911472137,0.0003666204113975826,0.0,523,665,2
205,clip_dim_205,0.4127989278014704,0.0011861928421027345,0.0,41,198,2
206,clip_dim_206,-0.030504372746380213,0.00019799611490734208,0.0,448,758,2
207,clip_dim_207,0.19385573493328792,0.0010855907847976925,0.0,166,228,2
208,clip_dim_208,-0.017717481035332588,0.0004806828364058954,0.0,433,585,2
209,clip_dim_209,-0.4551564462351436,0.0057049739163816246,0.0,734,23,2
210,clip_dim_210,-0.3280652487720312,0.0016208206222368628,0.0,699,134,2
211,clip_dim_211,0.15089907582763126,0.0009362424660732613,0.0,219,278,2
212,clip_dim_212,-0.2834555083801277,0.0015081397750441644,0.0,677,150,2
213,clip_dim_213,0.0878350538112406,0.00043925253965925565,0.0,293,617,2
204,clip_dim_204,-0.003404161948796697,0.0003362355670650008,0.0,411,696,2
287,clip_dim_287,-0.13852348309048598,0.0005895299479187207,0.0,550,494,2
239,clip_dim_239,-0.10787777575128517,0.0011461708325992861,0.0,521,210,2
241,clip_dim_241,-0.9831000954945827,0.0013685508680677226,0.0,768,164,2
266,clip_dim_266,0.19946162549154092,0.0006006740378257437,0.0,163,488,2
267,clip_dim_267,0.10842347926794343,0.0007391120060265295,0.0,275,376,2
268,clip_dim_268,0.032167420871286746,0.0005183131760443842,0.0,364,545,2
269,clip_dim_269,0.0037449989401971643,0.0006659389646762232,0.0,398,435,2
270,clip_dim_270,-0.10511723733626976,0.0005488312272397135,0.0,518,529,2
271,clip_dim_271,-0.0030473413360981097,0.00025031159185616366,0.0,410,745,2
272,clip_dim_272,0.16587006831071893,0.0008270092942819727,0.0,202,332,2
273,clip_dim_273,-0.581494434557936,0.006954728361227313,0.0,751,18,2
274,clip_dim_274,-0.025850555478248195,0.0007495727282678761,0.0,442,369,2
265,clip_dim_265,0.5399885259107434,0.0039345875253028895,0.0,15,45,2
275,clip_dim_275,0.17807814139365397,0.0003369310106751138,0.0,187,694,2
277,clip_dim_277,0.1538675201384963,0.0007363341752279529,0.0,216,381,2
278,clip_dim_278,-0.2243640854886292,0.0014879449416819268,0.0,642,152,2
279,clip_dim_279,-0.017448064901266512,0.00046317322345138196,0.0,432,598,2
280,clip_dim_280,-0.0853401998029996,0.0011507875836613188,0.0,493,206,2
281,clip_dim_281,-0.18190482591755278,0.0005012561029541679,0.0,600,566,2
282,clip_dim_282,0.1657675795923887,0.0009637983635367111,0.0,203,272,2
283,clip_dim_283,-0.21702475170913474,0.002116534513188794,0.0,632,102,2
284,clip_dim_284,-0.14575048693602694,0.0010590977333104375,0.0,561,240,2
285,clip_dim_285,-0.21986930723050543,0.000683680064629973,0.0,637,423,2
276,clip_dim_276,-0.47336640950586883,0.0015626150279528718,0.0,737,139,2
240,clip_dim_240,0.013862721932572798,0.0004177348708509526,0.0,384,635,2
264,clip_dim_264,-0.1417042870435933,0.0008815160916711755,0.0,554,303,2
262,clip_dim_262,0.10289256652176938,0.0009914785123102277,0.0,277,266,2
242,clip_dim_242,-0.30336260756766864,0.0011534894821184185,0.0,687,205,2
243,clip_dim_243,-0.1480004430938993,0.0004505897514847582,0.0,565,604,2
244,clip_dim_244,0.42143741632411147,0.001724354382089474,0.0,38,127,2
245,clip_dim_245,-0.19603647903700497,0.00034485483203542435,0.0,607,683,2
246,clip_dim_246,-0.12939632642862228,0.0005823117905071439,0.0,539,499,2
247,clip_dim_247,0.027819168983589857,0.00028317479475207174,0.0,371,726,2
248,clip_dim_248,-0.3335909687877716,0.0015543110892226742,0.0,702,140,2
249,clip_dim_249,0.12172058261356569,0.00042335201788291856,0.0,247,630,2
250,clip_dim_250,-0.05334066583527987,0.0006118445859261988,0.0,465,479,2
263,clip_dim_263,0.6756716483156786,0.0030208026910023508,0.0,8,58,2
251,clip_dim_251,0.11089375081457811,0.0014715828627551995,0.0,268,153,2
253,clip_dim_253,0.17852007035425355,0.001132835255269245,0.0,186,216,2
254,clip_dim_254,-0.17321943397253659,0.0003463189251545518,0.0,594,680,2
255,clip_dim_255,-0.1798027868513808,0.0005525841029416657,0.0,599,526,2
256,clip_dim_256,0.17948698296738447,0.0005157303354703642,0.0,184,549,2
257,clip_dim_257,0.019525548050073747,0.0003726606051717986,0.0,378,661,2
258,clip_dim_258,-0.34395774592166145,0.0030111665877517115,0.0,706,59,2
259,clip_dim_259,-0.13163969724993418,0.0005769796820648939,0.0,542,505,2
260,clip_dim_260,0.033684610750140724,0.0003608420692749972,0.0,362,670,2
261,clip_dim_261,0.6138506152192682,0.0026865380323419638,0.0,13,75,2
252,clip_dim_252,-0.01593224333158578,0.0001059614344166179,0.0,428,764,2
0,clip_dim_0,0.3175669460937078,0.0010746121564851874,-1.3539485726435256e-05,77,236,3
